Code zone (M49),Zone,Élément,Produit,Année,Unité,Valeur
356,Inde,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,3210.9
356,Inde,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,3111.3
356,Inde,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,2944.4
360,Indonésie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,2651.5
360,Indonésie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,2669.1
360,Indonésie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,2587.2
360,Indonésie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,2577.2
364,Iran (République islamique d'),Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1553
364,Iran (République islamique d'),Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1101.3
364,Iran (République islamique d'),Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,844.1
364,Iran (République islamique d'),Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,719.2
372,Irlande,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1497.6
372,Irlande,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1557.2
372,Irlande,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1412.1
372,Irlande,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1452.8
352,Islande,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,2638.3
352,Islande,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,3587.9
352,Islande,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,3577.4
352,Islande,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,3796.9
376,Israël,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,2507.5
376,Israël,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,2935.6
376,Israël,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,2746.2
376,Israël,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,2675.8
380,Italie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,2321
380,Italie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,2422.3
380,Italie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,2733.9
380,Italie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,2840.5
388,Jamaïque,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,398.5
388,Jamaïque,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,376.6
388,Jamaïque,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,370.5
388,Jamaïque,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,402.2
392,Japon,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,3370.1
392,Japon,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,3502.5
392,Japon,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,3011.2
392,Japon,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,2818.6
400,Jordanie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,2866.5
400,Jordanie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,2923.1
400,Jordanie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,2999
400,Jordanie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,3050.1
398,Kazakhstan,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1197.3
398,Kazakhstan,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1271.5
398,Kazakhstan,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1456.9
398,Kazakhstan,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1754.9
404,Kenya,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,4842.2
404,Kenya,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,4893.2
404,Kenya,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,4730
404,Kenya,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,4136.9
417,Kirghizistan,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,2360.7
417,Kirghizistan,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1705.1
417,Kirghizistan,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1613.4
417,Kirghizistan,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1501.6
428,Lettonie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,2142.8
428,Lettonie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,2405.7
428,Lettonie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,2521.8
428,Lettonie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,2901
422,Liban,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1498.3
422,Liban,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,608.1
422,Liban,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,251.1
422,Liban,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,45
440,Lituanie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1274.1
440,Lituanie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1314.2
440,Lituanie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1170.6
440,Lituanie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1198.9
442,Luxembourg,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,5005.1
442,Luxembourg,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,4295.7
442,Luxembourg,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,3917.3
442,Luxembourg,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,3654.7
807,Macédoine du Nord,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,839
807,Macédoine du Nord,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,870.2
807,Macédoine du Nord,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,835.1
807,Macédoine du Nord,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,836.8
450,Madagascar,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,3183.8
450,Madagascar,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,3414.3
450,Madagascar,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,3648.3
450,Madagascar,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,3430.9
458,Malaisie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1652.8
458,Malaisie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1676.4
458,Malaisie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1579.8
458,Malaisie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1558.6
454,Malawi,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,8333.5
454,Malawi,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,8630.1
454,Malawi,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,8387.7
454,Malawi,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,8282.6
466,Mali,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,4363.3
466,Mali,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,4417.9
466,Mali,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,3941.8
466,Mali,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,4099
470,Malte,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,2029.7
470,Malte,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,2132.5
470,Malte,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,2252.7
470,Malte,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,2356.3
504,Maroc,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1795.8
504,Maroc,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1934.7
504,Maroc,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1702.7
504,Maroc,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1718.7
480,Maurice,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1676.5
480,Maurice,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1606
480,Maurice,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,2236.2
480,Maurice,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,2513.3
484,Mexique,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1578
484,Mexique,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1732.5
484,Mexique,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1846.7
484,Mexique,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,2142.9
496,Mongolie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,3095
496,Mongolie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,3505.6
496,Mongolie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,3562.6
496,Mongolie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,3472.5
508,Mozambique,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,3020.4
508,Mozambique,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,3350.4
508,Mozambique,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,3584.3
508,Mozambique,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,3877.4
516,Namibie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,952
516,Namibie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1059.2
516,Namibie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,850.9
516,Namibie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,700.6
524,Népal,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1963.7
524,Népal,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,2411.2
524,Népal,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,2268.4
524,Népal,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,2257.6
558,Nicaragua,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1925.4
558,Nicaragua,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,2051.2
558,Nicaragua,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,2117.1
558,Nicaragua,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,2557.8
562,Niger,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,4279.5
562,Niger,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,4328.7
562,Niger,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,3693.2
562,Niger,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,3672.5
566,Nigéria,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1135.4
566,Nigéria,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1041.3
566,Nigéria,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1167.1
566,Nigéria,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,837.5
578,Norvège,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,2247.3
578,Norvège,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,2547.1
578,Norvège,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,2578.5
578,Norvège,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,2655.4
554,Nouvelle-Zélande,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1550.5
554,Nouvelle-Zélande,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1716.1
554,Nouvelle-Zélande,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1530
554,Nouvelle-Zélande,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1474.2
586,Pakistan,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1439
586,Pakistan,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1453.1
586,Pakistan,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1174.3
586,Pakistan,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,844
275,Palestine,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,3477.9
275,Palestine,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,4003
275,Palestine,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,4167.3
275,Palestine,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,3986.3
591,Panama,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,6592.2
591,Panama,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,6498.7
591,Panama,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,6441.7
591,Panama,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,6801.9
600,Paraguay,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,5277.1
600,Paraguay,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,5654.5
600,Paraguay,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,5693.8
600,Paraguay,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,5604.9
528,Pays-Bas (Royaume des),Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1228.2
528,Pays-Bas (Royaume des),Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1283
528,Pays-Bas (Royaume des),Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1125.4
528,Pays-Bas (Royaume des),Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1175.4
604,Pérou,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,2774.8
604,Pérou,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,2217.1
604,Pérou,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1753.5
604,Pérou,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,2069.1
608,Philippines,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,2457.5
608,Philippines,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,2480.2
608,Philippines,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,2303.6
608,Philippines,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,2268.8
616,Pologne,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1308.3
616,Pologne,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1417.4
616,Pologne,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1223.3
616,Pologne,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1390.4
630,Porto Rico,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,990
630,Porto Rico,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,996.5
630,Porto Rico,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1007.6
630,Porto Rico,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1007.6
620,Portugal,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1818.9
620,Portugal,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1898.3
620,Portugal,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,2170.1
620,Portugal,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1732.2
634,Qatar,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,5494.5
634,Qatar,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,3983.5
634,Qatar,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,3983.5
634,Qatar,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,3983.5
410,République de Corée,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,2321.7
410,République de Corée,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,2687.1
410,République de Corée,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,2450.9
410,République de Corée,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,2377.4
498,République de Moldova,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,2032
498,République de Moldova,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,2004.5
498,République de Moldova,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1830.9
498,République de Moldova,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1668.2
418,République démocratique populaire lao,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,5042.1
418,République démocratique populaire lao,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,4955.8
418,République démocratique populaire lao,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,3623.8
418,République démocratique populaire lao,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,3150
214,République dominicaine,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1423.6
214,République dominicaine,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1451.6
214,République dominicaine,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1553.5
214,République dominicaine,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1571.5
642,Roumanie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1804.9
642,Roumanie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1901.3
642,Roumanie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,2339.8
642,Roumanie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,2638.7
826,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1571.9
826,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1664.8
826,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1509.1
826,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1522.3
646,Rwanda,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,3286.3
646,Rwanda,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,3182.2
646,Rwanda,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,3955.8
646,Rwanda,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,3878.3
662,Sainte-Lucie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,3813.4
662,Sainte-Lucie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,4192.4
662,Sainte-Lucie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,4904.6
662,Sainte-Lucie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,5177.3
670,Saint-Vincent-et-les Grenadines,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,6060.6
670,Saint-Vincent-et-les Grenadines,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,6054.2
670,Saint-Vincent-et-les Grenadines,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,6048.1
670,Saint-Vincent-et-les Grenadines,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,6269.7
688,Serbie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1945.5
688,Serbie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,2194.5
688,Serbie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1681.8
688,Serbie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1820.9
702,Singapour,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,2112.3
702,Singapour,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,2269
702,Singapour,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,2200.4
702,Singapour,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,2325.1
703,Slovaquie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1429
703,Slovaquie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1471
703,Slovaquie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1313.3
703,Slovaquie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1339
705,Slovénie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1609.6
705,Slovénie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1930
705,Slovénie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1712.7
705,Slovénie,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1825.4
144,Sri Lanka,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,2419.6
144,Sri Lanka,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,2632.8
144,Sri Lanka,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,3059.2
144,Sri Lanka,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,3492.8
752,Suède,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,1669
752,Suède,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,1799.6
752,Suède,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,1529.7
752,Suède,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,1471.7
756,Suisse,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2020,USD,3944.6
756,Suisse,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2021,USD,3891.9
756,Suisse,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2022,USD,3693.8
756,Suisse,Prix à la Production (USD/tonne),"Viande, poulet, fraîche ou réfrigérée",2023,USD,3921.9
