Code zone (M49),Zone,Élément,Produit,Année,Unité,Valeur
662,Sainte-Lucie,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,1331.82
662,Sainte-Lucie,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,1316.92
659,Saint-Kitts-et-Nevis,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,9
659,Saint-Kitts-et-Nevis,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,15.7
659,Saint-Kitts-et-Nevis,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,40
659,Saint-Kitts-et-Nevis,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,49.05
670,Saint-Vincent-et-les Grenadines,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,445.09
670,Saint-Vincent-et-les Grenadines,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,169
670,Saint-Vincent-et-les Grenadines,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,197
670,Saint-Vincent-et-les Grenadines,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,198
882,Samoa,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,330.54
882,Samoa,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,380.01
882,Samoa,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,368.99
882,Samoa,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,364.5
678,Sao Tomé-et-Principe,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,616.18
678,Sao Tomé-et-Principe,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,671.79
678,Sao Tomé-et-Principe,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,627.66
678,Sao Tomé-et-Principe,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,541.06
686,Sénégal,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,121828.62
686,Sénégal,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,133202
686,Sénégal,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,142165
686,Sénégal,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,148471.53
688,Serbie,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,113978
688,Serbie,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,110528
688,Serbie,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,115618
688,Serbie,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,126506
690,Seychelles,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,1009.06
690,Seychelles,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,1450.62
690,Seychelles,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,1531.35
690,Seychelles,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,1102.49
694,Sierra Leone,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,19635.87
694,Sierra Leone,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,19477.5
694,Sierra Leone,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,19593.07
694,Sierra Leone,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,19808.08
702,Singapour,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,75196.56
702,Singapour,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,70892.18
702,Singapour,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,42284.36
702,Singapour,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,44986.16
705,Slovénie,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,67040
705,Slovénie,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,66600
705,Slovénie,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,68440
705,Slovénie,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,69660
706,Somalie,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,3996.85
706,Somalie,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,3985.71
706,Somalie,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,4017.44
706,Somalie,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,4049.12
729,Soudan,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,80357.14
729,Soudan,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,79816.14
729,Soudan,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,85603.96
729,Soudan,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,90561.35
728,Soudan du Sud,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,34867
728,Soudan du Sud,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,53571.88
728,Soudan du Sud,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,56598.54
728,Soudan du Sud,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,52506.16
144,Sri Lanka,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,216160
144,Sri Lanka,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,236790
144,Sri Lanka,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,228130
144,Sri Lanka,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,236110
752,Suède,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,166830
752,Suède,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,179690
752,Suède,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,167170
752,Suède,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,166880
756,Suisse,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,103487
756,Suisse,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,107315
756,Suisse,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,109515
756,Suisse,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,108317
740,Suriname,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,10868
740,Suriname,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,12332
740,Suriname,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,12160.77
740,Suriname,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,9241.01
762,Tadjikistan,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,21400
762,Tadjikistan,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,30900
762,Tadjikistan,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,16309.26
762,Tadjikistan,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,19097.44
148,Tchad,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,6458.18
148,Tchad,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,6463.06
148,Tchad,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,6500.77
148,Tchad,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,6538.31
203,Tchéquie,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,161170
203,Tchéquie,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,167980
203,Tchéquie,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,161020
203,Tchéquie,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,159100
764,Thaïlande,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,1742327.18
764,Thaïlande,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,1771558.99
764,Thaïlande,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,1807392.77
764,Thaïlande,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,1844650.65
626,Timor-Leste,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,860.13
626,Timor-Leste,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,535.83
626,Timor-Leste,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,673.88
626,Timor-Leste,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,694.2
768,Togo,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,22834.18
768,Togo,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,24911.34
768,Togo,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,28443.02
768,Togo,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,33079.17
772,Tokélaou,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,4.84
772,Tokélaou,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,4.85
772,Tokélaou,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,4.85
772,Tokélaou,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,4.85
776,Tonga,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,276.82
776,Tonga,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,273.53
776,Tonga,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,270.97
776,Tonga,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,268.4
780,Trinité-et-Tobago,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,47103
780,Trinité-et-Tobago,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,49840
780,Trinité-et-Tobago,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,51149.28
780,Trinité-et-Tobago,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,50141
788,Tunisie,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,144000
788,Tunisie,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,152300
788,Tunisie,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,152780
788,Tunisie,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,151408.44
792,Türkiye,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,2138450.72
792,Türkiye,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,2245770.43
792,Türkiye,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,2417995.11
792,Türkiye,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,2328790.69
795,Turkménistan,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,23089
795,Turkménistan,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,21555
795,Turkménistan,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,29591.62
795,Turkménistan,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,23720.45
798,Tuvalu,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,61.85
798,Tuvalu,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,62.09
798,Tuvalu,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,62.75
798,Tuvalu,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,63.41
804,Ukraine,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,1344000
804,Ukraine,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,1313700
804,Ukraine,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,1207700
804,Ukraine,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,1266300
858,Uruguay,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,70291
858,Uruguay,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,79373
858,Uruguay,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,79727
858,Uruguay,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,74218
548,Vanuatu,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,634.88
548,Vanuatu,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,592.5
548,Vanuatu,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,524.71
548,Vanuatu,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,514.29
862,Venezuela (République bolivarienne du),Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,455074
862,Venezuela (République bolivarienne du),Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,436725.99
862,Venezuela (République bolivarienne du),Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,424453
862,Venezuela (République bolivarienne du),Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,477627
704,Viet Nam,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,1146317.84
704,Viet Nam,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,1337254.53
704,Viet Nam,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,1363789.66
704,Viet Nam,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,1549674
887,Yémen,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,193086
887,Yémen,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,198878.58
887,Yémen,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,202529.23
887,Yémen,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,203797.05
894,Zambie,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,49674.37
894,Zambie,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,50010.78
894,Zambie,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,50503.64
894,Zambie,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,50992.14
716,Zimbabwe,Production,"Viande, poulet, fraîche ou réfrigérée",2020,tonnes,111546
716,Zimbabwe,Production,"Viande, poulet, fraîche ou réfrigérée",2021,tonnes,113000
716,Zimbabwe,Production,"Viande, poulet, fraîche ou réfrigérée",2022,tonnes,118225.03
716,Zimbabwe,Production,"Viande, poulet, fraîche ou réfrigérée",2023,tonnes,97773.99
